ticket_id,customer_id,created_at,subject,body_text,category
TCKT01290,CUST000125,2025-09-09 07:30:34,Really happy with the new features,"The new budgeting feature in the app is genuinely useful. Your support agent resolved my issue in minutes, really appreciated it. The app redesign is clean and much easier to navigate.",positive_feedback
TCKT01291,CUST000031,2025-09-09 07:49:19,Unauthorized transaction on my account,"This looks like classic card-testing fraud, several tiny charges in a row. Please investigate this and issue a new card right away. There's a charge of $576.91 at Kennedy, Daugherty and Thomas that I never made. I did not authorize this transaction and want it reversed.",fraud_report
TCKT01292,CUST004205,2025-09-09 09:42:03,Transaction failed but money was taken,This is the second time a entertainment purchase has failed this month. I tried to pay Ryan Ltd for $162.18 and the transaction was declined.,failed_transaction
TCKT01293,CUST000012,2025-09-09 16:22:31,Suspicious charges I did not make,"This looks like classic card-testing fraud, several tiny charges in a row. I noticed several small unauthorized charges over the past 8 days.",fraud_report
TCKT01294,CUST004557,2025-09-09 16:33:29,Someone used my account without permission,"This looks like classic card-testing fraud, several tiny charges in a row. I did not authorize this transaction and want it reversed. Please investigate this and issue a new card right away.",fraud_report
TCKT01295,CUST000772,2025-09-09 18:09:12,My travel payment keeps failing,The payment failed but the funds still show as pending on my account. I tried to pay Sanchez-Rodgers for $572.36 and the transaction was declined. This is the second time a healthcare purchase has failed this month.,failed_transaction
TCKT01296,CUST003488,2025-09-09 21:10:16,Suspicious charges I did not make,"I noticed several small unauthorized charges over the past 7 days. Please investigate this and issue a new card right away. My card must have been compromised, please freeze my account immediately. There's a charge of $432.77 at Jones Ltd that I never made.",fraud_report
TCKT01297,CUST003907,2025-09-09 22:00:05,My utilities payment keeps failing,I tried to pay Williams LLC for $137.86 and the transaction was declined. I need this resolved quickly because the merchant is threatening to cancel my order. My card was declined even though I have sufficient balance.,failed_transaction
TCKT01298,CUST003924,2025-09-09 22:22:49,Report possible fraud on my account,"There's a charge of $369.55 at Patel PLC that I never made. This looks like classic card-testing fraud, several tiny charges in a row.",fraud_report
TCKT01299,CUST001539,2025-09-09 23:22:00,Unauthorized transaction on my account,"I did not authorize this transaction and want it reversed. There's a charge of $568.05 at Norton-Jones that I never made. This looks like classic card-testing fraud, several tiny charges in a row.",fraud_report
TCKT01300,CUST000397,2025-09-10 00:56:05,My other payment keeps failing,I tried to pay Garcia-Wallace for $392.06 and the transaction was declined. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT01301,CUST000713,2025-09-10 01:49:08,My utilities payment keeps failing,"My card was declined even though I have sufficient balance. Please refund the pending hold from the failed charge. I tried to pay Watkins, Gutierrez and Mcdonald for $625.71 and the transaction was declined.",failed_transaction
TCKT01302,CUST001389,2025-09-10 02:09:37,Report possible fraud on my account,"There's a charge of $366.58 at Duke, Arnold and Ortiz that I never made. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01303,CUST000786,2025-09-10 04:31:34,Thank you to your support team,Just wanted to recognize your team for great service this week. Thank you for being transparent about the recent fee changes. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT01304,CUST000334,2025-09-10 05:57:35,Transaction failed but money was taken,Please refund the pending hold from the failed charge. The transaction error code didn't explain what actually went wrong. My card was declined even though I have sufficient balance.,failed_transaction
TCKT01305,CUST001734,2025-09-10 08:17:06,Excellent service this week,Thank you for being transparent about the recent fee changes. The new budgeting feature in the app is genuinely useful. Just wanted to recognize your team for great service this week. Switching to this bank was one of the best financial decisions I've made.,positive_feedback
TCKT01306,CUST001599,2025-09-10 08:25:57,I think my card was compromised,"There's a charge of $233.8 at Green and Sons that I never made. This looks like classic card-testing fraud, several tiny charges in a row. I noticed several small unauthorized charges over the past 10 days. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01307,CUST002153,2025-09-10 08:55:48,Suspicious charges I did not make,"I did not authorize this transaction and want it reversed. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01308,CUST002274,2025-09-10 10:27:46,I think my card was compromised,"This looks like classic card-testing fraud, several tiny charges in a row. Please investigate this and issue a new card right away. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01309,CUST004113,2025-09-10 11:02:34,Someone used my account without permission,"There's a charge of $448.19 at Hall and Sons that I never made. My card must have been compromised, please freeze my account immediately. I noticed several small unauthorized charges over the past 9 days.",fraud_report
TCKT01310,CUST000178,2025-09-10 11:16:20,Can't log into my account,This has been happening for 10 days now and it's frustrating. The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT01311,CUST000632,2025-09-10 12:54:50,Report possible fraud on my account,"I did not authorize this transaction and want it reversed. This looks like classic card-testing fraud, several tiny charges in a row. My card must have been compromised, please freeze my account immediately. Please investigate this and issue a new card right away.",fraud_report
TCKT01312,CUST001984,2025-09-10 14:02:55,I think my card was compromised,"Please investigate this and issue a new card right away. I did not authorize this transaction and want it reversed. This looks like classic card-testing fraud, several tiny charges in a row.",fraud_report
TCKT01313,CUST001913,2025-09-10 16:33:16,I think my card was compromised,"This looks like classic card-testing fraud, several tiny charges in a row. There's a charge of $498.91 at Proctor Inc that I never made.",fraud_report
TCKT01314,CUST004981,2025-09-10 19:56:43,Suspicious charges I did not make,"I did not authorize this transaction and want it reversed. My card must have been compromised, please freeze my account immediately. I noticed several small unauthorized charges over the past 10 days.",fraud_report
TCKT01315,CUST004900,2025-09-10 20:23:16,Report possible fraud on my account,"I did not authorize this transaction and want it reversed. There's a charge of $437.7 at Knight, Austin and Webb that I never made. Please investigate this and issue a new card right away.",fraud_report
TCKT01316,CUST001429,2025-09-10 21:07:17,Unauthorized transaction on my account,"This looks like classic card-testing fraud, several tiny charges in a row. Please investigate this and issue a new card right away. There's a charge of $55.03 at Arnold PLC that I never made. I noticed several small unauthorized charges over the past 11 days.",fraud_report
TCKT01317,CUST001825,2025-09-10 22:47:37,Charge did not go through at Hernandez-Hamilton,I tried to pay Turner-Valentine for $374.32 and the transaction was declined. I need this resolved quickly because the merchant is threatening to cancel my order. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT01318,CUST000714,2025-09-11 01:35:30,Unauthorized transaction on my account,Please investigate this and issue a new card right away. I did not authorize this transaction and want it reversed.,fraud_report
TCKT01319,CUST001889,2025-09-11 02:58:08,"Failed transaction, need urgent help",I need this resolved quickly because the merchant is threatening to cancel my order. My card was declined even though I have sufficient balance. This is the second time a fuel purchase has failed this month.,failed_transaction
TCKT01320,CUST000252,2025-09-11 03:26:09,My travel payment keeps failing,The transaction error code didn't explain what actually went wrong. This is the second time a dining purchase has failed this month. My card was declined even though I have sufficient balance.,failed_transaction
TCKT01321,CUST001497,2025-09-11 03:27:24,Unauthorized transaction on my account,"I did not authorize this transaction and want it reversed. There's a charge of $274.85 at Powers, Harris and Jones that I never made.",fraud_report
TCKT01322,CUST002881,2025-09-11 04:17:01,Two-factor code never arrives,The mobile app crashes every time I try to sign in. This has been happening for 7 days now and it's frustrating. It says my credentials are invalid even though I just reset them. Can someone manually reset my login so I can access my account?,login_issue
TCKT01323,CUST004312,2025-09-11 06:59:46,Suspicious charges I did not make,"This looks like classic card-testing fraud, several tiny charges in a row. There's a charge of $548.28 at Goodman LLC that I never made.",fraud_report
TCKT01324,CUST002578,2025-09-11 07:32:57,Report possible fraud on my account,"This looks like classic card-testing fraud, several tiny charges in a row. My card must have been compromised, please freeze my account immediately. I did not authorize this transaction and want it reversed. I noticed several small unauthorized charges over the past 8 days.",fraud_report
TCKT01325,CUST003942,2025-09-11 10:01:10,Dispute a service charge,Your fee schedule isn't clearly disclosed anywhere in the app. I want this fee reversed or a clear explanation of why it was charged.,fee_complaint
TCKT01326,CUST000902,2025-09-11 10:28:20,Dispute a service charge,This overdraft fee seems unfair given my account history. Nobody told me the monthly maintenance fee was going up. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT01327,CUST002793,2025-09-11 10:39:45,Someone used my account without permission,"There's a charge of $216.62 at Harris, Bowers and Ward that I never made. This looks like classic card-testing fraud, several tiny charges in a row.",fraud_report
TCKT01328,CUST001214,2025-09-11 12:45:57,Two-factor code never arrives,I never receive the verification code by text or email. It says my credentials are invalid even though I just reset them. This has been happening for 13 days now and it's frustrating.,login_issue
TCKT01329,CUST001539,2025-09-11 13:05:32,Report possible fraud on my account,"I did not authorize this transaction and want it reversed. I noticed several small unauthorized charges over the past 12 days. This looks like classic card-testing fraud, several tiny charges in a row. There's a charge of $76.15 at Smith LLC that I never made.",fraud_report
TCKT01330,CUST001139,2025-09-11 17:00:38,I think my card was compromised,"My card must have been compromised, please freeze my account immediately. I did not authorize this transaction and want it reversed.",fraud_report
TCKT01331,CUST000073,2025-09-11 17:31:27,Unauthorized transaction on my account,I noticed several small unauthorized charges over the past 8 days. Please investigate this and issue a new card right away. There's a charge of $345.36 at Lee PLC that I never made.,fraud_report
TCKT01332,CUST001147,2025-09-11 17:32:55,Monthly fee increased without notice,I was charged a $486.37 fee I don't understand. This is the third fee I've been charged this year that surprised me. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT01333,CUST004524,2025-09-11 22:02:35,Unauthorized transaction on my account,"This looks like classic card-testing fraud, several tiny charges in a row. I did not authorize this transaction and want it reversed.",fraud_report
TCKT01334,CUST001453,2025-09-12 00:27:57,I think my card was compromised,I did not authorize this transaction and want it reversed. There's a charge of $47.57 at House-Torres that I never made.,fraud_report
TCKT01335,CUST000942,2025-09-12 01:24:18,I think my card was compromised,"Please investigate this and issue a new card right away. I did not authorize this transaction and want it reversed. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01336,CUST003395,2025-09-12 01:56:31,My subscription payment keeps failing,The payment failed but the funds still show as pending on my account. Please refund the pending hold from the failed charge. I tried to pay Thomas Ltd for $534.95 and the transaction was declined. This is the second time a groceries purchase has failed this month.,failed_transaction
TCKT01337,CUST004282,2025-09-12 02:33:06,My dining payment keeps failing,The payment failed but the funds still show as pending on my account. My card was declined even though I have sufficient balance.,failed_transaction
TCKT01338,CUST001461,2025-09-12 03:47:50,I think my card was compromised,"There's a charge of $51.25 at Romero, Willis and Khan that I never made. Please investigate this and issue a new card right away. I noticed several small unauthorized charges over the past 10 days. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01339,CUST004979,2025-09-12 04:37:45,My travel payment keeps failing,I tried to pay Craig PLC for $577.4 and the transaction was declined. The payment failed but the funds still show as pending on my account. I need this resolved quickly because the merchant is threatening to cancel my order. Please refund the pending hold from the failed charge.,failed_transaction
TCKT01340,CUST004224,2025-09-12 06:10:20,Asking about interest rates,Just have a quick question about how transfers are processed. Do you offer joint accounts for travel purposes? Where can I download a statement from last 12 days?,general_inquiry
TCKT01341,CUST002196,2025-09-12 06:21:00,Suspicious charges I did not make,I noticed several small unauthorized charges over the past 10 days. Please investigate this and issue a new card right away.,fraud_report
TCKT01342,CUST002361,2025-09-12 08:05:18,Unauthorized transaction on my account,"This looks like classic card-testing fraud, several tiny charges in a row. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01343,CUST003418,2025-09-12 09:10:20,Unauthorized transaction on my account,"There's a charge of $382.22 at Brock, Smith and Garcia that I never made. I noticed several small unauthorized charges over the past 3 days. My card must have been compromised, please freeze my account immediately. I did not authorize this transaction and want it reversed.",fraud_report
TCKT01344,CUST002772,2025-09-12 09:18:42,Report possible fraud on my account,"There's a charge of $224.54 at Brown, Clark and Caldwell that I never made. Please investigate this and issue a new card right away. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01345,CUST004060,2025-09-12 10:11:20,Transaction failed but money was taken,This is the second time a dining purchase has failed this month. I need this resolved quickly because the merchant is threatening to cancel my order. The payment failed but the funds still show as pending on my account. My card was declined even though I have sufficient balance.,failed_transaction
TCKT01346,CUST000609,2025-09-12 11:09:38,Unauthorized transaction on my account,"My card must have been compromised, please freeze my account immediately. I noticed several small unauthorized charges over the past 11 days. Please investigate this and issue a new card right away.",fraud_report
TCKT01347,CUST003050,2025-09-12 16:05:15,Unexpected fee on my statement,Your fee schedule isn't clearly disclosed anywhere in the app. I want this fee reversed or a clear explanation of why it was charged. This overdraft fee seems unfair given my account history. Nobody told me the monthly maintenance fee was going up.,fee_complaint
TCKT01348,CUST004175,2025-09-12 19:04:00,Unauthorized transaction on my account,"This looks like classic card-testing fraud, several tiny charges in a row. Please investigate this and issue a new card right away. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01349,CUST003895,2025-09-12 23:07:28,I think my card was compromised,"Please investigate this and issue a new card right away. There's a charge of $504.11 at Johnson, Estrada and Good that I never made. This looks like classic card-testing fraud, several tiny charges in a row.",fraud_report
TCKT01350,CUST003597,2025-09-12 23:39:37,Payment declined for no reason,My card was declined even though I have sufficient balance. This is the second time a healthcare purchase has failed this month. The transaction error code didn't explain what actually went wrong. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT01351,CUST004910,2025-09-13 07:25:30,Can't access funds in my account,I submitted my ID for verification 7 days ago and heard nothing back. My account has been frozen and nobody has explained why.,account_access
TCKT01352,CUST003402,2025-09-13 08:17:27,Unauthorized transaction on my account,I did not authorize this transaction and want it reversed. There's a charge of $141.64 at Gonzalez and Sons that I never made. I noticed several small unauthorized charges over the past 13 days.,fraud_report
TCKT01353,CUST002853,2025-09-13 09:47:08,Transaction failed but money was taken,I need this resolved quickly because the merchant is threatening to cancel my order. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT01354,CUST000646,2025-09-13 10:34:47,Someone used my account without permission,"This looks like classic card-testing fraud, several tiny charges in a row. Please investigate this and issue a new card right away. I did not authorize this transaction and want it reversed.",fraud_report
TCKT01355,CUST003557,2025-09-13 11:19:16,Dispute a service charge,I was charged a $449.77 fee I don't understand. Your fee schedule isn't clearly disclosed anywhere in the app.,fee_complaint
TCKT01356,CUST000854,2025-09-13 15:24:36,I think my card was compromised,"I did not authorize this transaction and want it reversed. This looks like classic card-testing fraud, several tiny charges in a row. I noticed several small unauthorized charges over the past 12 days. Please investigate this and issue a new card right away.",fraud_report
TCKT01357,CUST002892,2025-09-13 16:12:55,My groceries payment keeps failing,Please refund the pending hold from the failed charge. My card was declined even though I have sufficient balance. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT01358,CUST004392,2025-09-13 16:16:20,I think my card was compromised,"This looks like classic card-testing fraud, several tiny charges in a row. There's a charge of $131.07 at Sims, Mckay and Terry that I never made. My card must have been compromised, please freeze my account immediately. I noticed several small unauthorized charges over the past 2 days.",fraud_report
TCKT01359,CUST001034,2025-09-13 16:18:43,I think my card was compromised,I did not authorize this transaction and want it reversed. There's a charge of $54.84 at Boyd LLC that I never made.,fraud_report
TCKT01360,CUST000194,2025-09-13 16:19:42,Report possible fraud on my account,"I noticed several small unauthorized charges over the past 7 days. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01361,CUST004735,2025-09-13 16:39:38,Unauthorized transaction on my account,"I noticed several small unauthorized charges over the past 5 days. My card must have been compromised, please freeze my account immediately. This looks like classic card-testing fraud, several tiny charges in a row. Please investigate this and issue a new card right away.",fraud_report
TCKT01362,CUST003431,2025-09-13 17:01:36,Following up again on an open case,"Please escalate this, I've already followed up twice. I've called twice and been on hold for over 40 minutes each time.",slow_support
TCKT01363,CUST003646,2025-09-13 18:13:24,"Failed transaction, need urgent help",Please refund the pending hold from the failed charge. This is the second time a retail purchase has failed this month. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT01364,CUST001976,2025-09-13 18:24:26,Why was I charged an overdraft fee,I want this fee reversed or a clear explanation of why it was charged. This overdraft fee seems unfair given my account history. Nobody told me the monthly maintenance fee was going up. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT01365,CUST001716,2025-09-13 18:52:43,Payment declined for no reason,I need this resolved quickly because the merchant is threatening to cancel my order. The transaction error code didn't explain what actually went wrong. This is the second time a other purchase has failed this month. Please refund the pending hold from the failed charge.,failed_transaction
TCKT01366,CUST004386,2025-09-13 19:39:06,My other payment keeps failing,This is the second time a transfer purchase has failed this month. I tried to pay Williams-Irwin for $326.19 and the transaction was declined.,failed_transaction
TCKT01367,CUST002610,2025-09-13 21:32:43,Need details on a recent statement,How do I update my mailing address on file? Just have a quick question about how transfers are processed.,general_inquiry
TCKT01368,CUST000715,2025-09-13 21:45:11,Charge did not go through at White-Carlson,This is the second time a entertainment purchase has failed this month. My card was declined even though I have sufficient balance. The payment failed but the funds still show as pending on my account.,failed_transaction
TCKT01369,CUST003550,2025-09-13 23:07:40,I think my card was compromised,"My card must have been compromised, please freeze my account immediately. I noticed several small unauthorized charges over the past 13 days. I did not authorize this transaction and want it reversed.",fraud_report
TCKT01370,CUST003643,2025-09-14 00:11:17,Request to unlock my account,I rely on this account for daily expenses and need access restored. Please tell me what documents you still need from me.,account_access
TCKT01371,CUST001099,2025-09-14 01:38:10,Unauthorized transaction on my account,"There's a charge of $51.48 at Brown Ltd that I never made. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01372,CUST002678,2025-09-14 02:00:14,"Failed transaction, need urgent help",The transaction error code didn't explain what actually went wrong. This is the second time a dining purchase has failed this month. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT01373,CUST000655,2025-09-14 03:48:01,"Failed transaction, need urgent help",The payment failed but the funds still show as pending on my account. The transaction error code didn't explain what actually went wrong. I tried to pay Cole-Schmitt for $440.28 and the transaction was declined.,failed_transaction
TCKT01374,CUST003009,2025-09-14 05:02:38,"Account under review, need status update",This review process is taking way too long for a routine check. I rely on this account for daily expenses and need access restored. Please tell me what documents you still need from me. I can't withdraw or transfer any funds right now.,account_access
TCKT01375,CUST003508,2025-09-14 06:24:56,Someone used my account without permission,"There's a charge of $632.35 at Weber-Delgado that I never made. My card must have been compromised, please freeze my account immediately. I noticed several small unauthorized charges over the past 5 days.",fraud_report
TCKT01376,CUST004268,2025-09-14 06:25:15,"Failed transaction, need urgent help",The transaction error code didn't explain what actually went wrong. My card was declined even though I have sufficient balance. I need this resolved quickly because the merchant is threatening to cancel my order.,failed_transaction
TCKT01377,CUST001541,2025-09-14 06:41:16,I think my card was compromised,"I did not authorize this transaction and want it reversed. This looks like classic card-testing fraud, several tiny charges in a row. Please investigate this and issue a new card right away.",fraud_report
TCKT01378,CUST002612,2025-09-14 07:23:03,Unauthorized transaction on my account,Please investigate this and issue a new card right away. There's a charge of $135.94 at Odom Ltd that I never made. I did not authorize this transaction and want it reversed.,fraud_report
TCKT01379,CUST001075,2025-09-14 08:33:41,Unauthorized transaction on my account,"Please investigate this and issue a new card right away. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01380,CUST000911,2025-09-14 16:50:40,Report possible fraud on my account,"This looks like classic card-testing fraud, several tiny charges in a row. My card must have been compromised, please freeze my account immediately.",fraud_report
TCKT01381,CUST002347,2025-09-14 17:10:44,Report possible fraud on my account,"There's a charge of $146.98 at Williams-Montgomery that I never made. My card must have been compromised, please freeze my account immediately. I did not authorize this transaction and want it reversed.",fraud_report
TCKT01382,CUST003207,2025-09-14 20:05:25,Two-factor code never arrives,I've reset my password three times and still can't log in. I never receive the verification code by text or email. Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them.,login_issue
TCKT01383,CUST001578,2025-09-14 20:06:54,"Charge did not go through at Tran, Cannon and Nguyen",The payment failed but the funds still show as pending on my account. I need this resolved quickly because the merchant is threatening to cancel my order. The transaction error code didn't explain what actually went wrong.,failed_transaction
TCKT01384,CUST001163,2025-09-14 20:35:09,Someone used my account without permission,There's a charge of $495.82 at Harrison and Sons that I never made. Please investigate this and issue a new card right away.,fraud_report
TCKT01385,CUST003090,2025-09-14 21:06:15,I think my card was compromised,"I did not authorize this transaction and want it reversed. There's a charge of $359.26 at Villanueva, Arroyo and Patel that I never made.",fraud_report
TCKT01386,CUST002238,2025-09-15 04:05:27,Thank you to your support team,Switching to this bank was one of the best financial decisions I've made. The new budgeting feature in the app is genuinely useful.,positive_feedback
TCKT01387,CUST001127,2025-09-15 06:46:26,Great experience with your app,"The app redesign is clean and much easier to navigate. Switching to this bank was one of the best financial decisions I've made. Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it.",positive_feedback
TCKT01388,CUST001043,2025-09-15 12:31:00,Support is way too slow,"I just want an update, even if the answer is 'still working on it'. I've called twice and been on hold for over 40 minutes each time. Please escalate this, I've already followed up twice. Your chat support disconnected me before resolving my issue.",slow_support
TCKT01389,CUST002942,2025-09-15 13:57:38,Thank you to your support team,Thank you for being transparent about the recent fee changes. Just wanted to recognize your team for great service this week.,positive_feedback
TCKT01390,CUST002854,2025-09-15 14:30:15,Just wanted to say thanks,"The app redesign is clean and much easier to navigate. Just wanted to recognize your team for great service this week. Your support agent resolved my issue in minutes, really appreciated it. Thank you for being transparent about the recent fee changes.",positive_feedback
TCKT01391,CUST002716,2025-09-15 21:33:17,Need details on a recent statement,Just have a quick question about how transfers are processed. Can you explain the difference between the Basic and Premium account tiers?,general_inquiry
TCKT01392,CUST000358,2025-09-16 04:43:15,Too many hidden fees,Nobody told me the monthly maintenance fee was going up. I want this fee reversed or a clear explanation of why it was charged. I was charged a $607.96 fee I don't understand. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT01393,CUST001180,2025-09-16 14:18:36,Following up again on an open case,"Please escalate this, I've already followed up twice. I opened this ticket 2 days ago and still have no response. Your chat support disconnected me before resolving my issue. This is taking far too long to resolve for a simple issue.",slow_support
TCKT01394,CUST001044,2025-09-16 15:19:20,Really happy with the new features,The new budgeting feature in the app is genuinely useful. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT01395,CUST003560,2025-09-16 17:58:50,Locked out of online banking,This has been happening for 7 days now and it's frustrating. Can someone manually reset my login so I can access my account? I never receive the verification code by text or email.,login_issue
TCKT01396,CUST003566,2025-09-16 22:17:15,Unauthorized transaction on my account,Please investigate this and issue a new card right away. I did not authorize this transaction and want it reversed. There's a charge of $270.12 at Wilson-Hull that I never made.,fraud_report
TCKT01397,CUST000990,2025-09-17 01:16:46,Monthly fee increased without notice,This is the third fee I've been charged this year that surprised me. I was charged a $12.62 fee I don't understand.,fee_complaint
TCKT01398,CUST003341,2025-09-17 02:59:27,Thank you to your support team,The new budgeting feature in the app is genuinely useful. Just wanted to recognize your team for great service this week. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT01399,CUST003615,2025-09-17 05:31:40,Really happy with the new features,Switching to this bank was one of the best financial decisions I've made. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT01400,CUST003183,2025-09-17 07:33:12,Can't log into my account,This has been happening for 4 days now and it's frustrating. It says my credentials are invalid even though I just reset them. I never receive the verification code by text or email. Can someone manually reset my login so I can access my account?,login_issue
TCKT01401,CUST002499,2025-09-17 17:01:21,Request to unlock my account,I submitted my ID for verification 13 days ago and heard nothing back. Please tell me what documents you still need from me. This review process is taking way too long for a routine check. I rely on this account for daily expenses and need access restored.,account_access
TCKT01402,CUST003283,2025-09-17 22:26:20,Two-factor code never arrives,The mobile app crashes every time I try to sign in. Can someone manually reset my login so I can access my account?,login_issue
TCKT01403,CUST004149,2025-09-18 01:53:20,Asking about interest rates,Where can I download a statement from last 8 days? What's the current interest rate on savings accounts? Can you explain the difference between the Basic and Premium account tiers?,general_inquiry
TCKT01404,CUST000724,2025-09-18 03:03:26,No response to my ticket in a week,"I just want an update, even if the answer is 'still working on it'. I opened this ticket 14 days ago and still have no response. I've called twice and been on hold for over 40 minutes each time.",slow_support
TCKT01405,CUST003775,2025-09-18 10:39:44,Two-factor code never arrives,The mobile app crashes every time I try to sign in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT01406,CUST002838,2025-09-18 20:20:37,No response to my ticket in a week,"I just want an update, even if the answer is 'still working on it'. Please escalate this, I've already followed up twice. I've called twice and been on hold for over 40 minutes each time. Your chat support disconnected me before resolving my issue.",slow_support
TCKT01407,CUST003104,2025-09-18 22:23:08,Support is way too slow,"Please escalate this, I've already followed up twice. I've called twice and been on hold for over 40 minutes each time. I opened this ticket 6 days ago and still have no response. Your chat support disconnected me before resolving my issue.",slow_support
TCKT01408,CUST004589,2025-09-18 23:27:59,Locked out of online banking,This has been happening for 4 days now and it's frustrating. It says my credentials are invalid even though I just reset them. I never receive the verification code by text or email. The mobile app crashes every time I try to sign in.,login_issue
TCKT01409,CUST000381,2025-09-19 00:54:08,Still waiting on a reply from support,I've called twice and been on hold for over 40 minutes each time. Your chat support disconnected me before resolving my issue.,slow_support
TCKT01410,CUST000860,2025-09-19 05:27:27,Payment declined for no reason,"I need this resolved quickly because the merchant is threatening to cancel my order. My card was declined even though I have sufficient balance. I tried to pay Dyer, Deleon and West for $363.8 and the transaction was declined.",failed_transaction
TCKT01411,CUST000935,2025-09-19 20:40:59,Can't access funds in my account,I submitted my ID for verification 3 days ago and heard nothing back. My account has been frozen and nobody has explained why.,account_access
TCKT01412,CUST002066,2025-09-20 02:08:58,Two-factor code never arrives,I've reset my password three times and still can't log in. It says my credentials are invalid even though I just reset them.,login_issue
TCKT01413,CUST001015,2025-09-20 05:37:21,No response to my ticket in a week,"This is taking far too long to resolve for a simple issue. I just want an update, even if the answer is 'still working on it'.",slow_support
TCKT01414,CUST001262,2025-09-20 10:56:21,Transaction failed but money was taken,"I tried to pay Bonilla, Williamson and Benson for $611.99 and the transaction was declined. The payment failed but the funds still show as pending on my account. This is the second time a fuel purchase has failed this month. The transaction error code didn't explain what actually went wrong.",failed_transaction
TCKT01415,CUST001177,2025-09-20 20:49:35,Just wanted to say thanks,The new budgeting feature in the app is genuinely useful. The app redesign is clean and much easier to navigate.,positive_feedback
TCKT01416,CUST001643,2025-09-21 03:54:45,"Failed transaction, need urgent help",The payment failed but the funds still show as pending on my account. Please refund the pending hold from the failed charge. I tried to pay Oliver-Harrison for $235.15 and the transaction was declined.,failed_transaction
TCKT01417,CUST002055,2025-09-21 07:16:55,App keeps logging me out,The mobile app crashes every time I try to sign in. Can someone manually reset my login so I can access my account?,login_issue
TCKT01418,CUST001087,2025-09-21 13:39:53,Can't log into my account,It says my credentials are invalid even though I just reset them. I've reset my password three times and still can't log in. I never receive the verification code by text or email.,login_issue
TCKT01419,CUST001897,2025-09-21 15:51:07,Dispute a service charge,I was charged a $525.12 fee I don't understand. I want this fee reversed or a clear explanation of why it was charged. This is the third fee I've been charged this year that surprised me.,fee_complaint
TCKT01420,CUST001821,2025-09-21 18:04:38,Can't log into my account,The mobile app crashes every time I try to sign in. Can someone manually reset my login so I can access my account?,login_issue
TCKT01421,CUST001018,2025-09-21 18:41:01,Need to verify my identity again,I rely on this account for daily expenses and need access restored. Please tell me what documents you still need from me. This review process is taking way too long for a routine check. I submitted my ID for verification 3 days ago and heard nothing back.,account_access
TCKT01422,CUST003706,2025-09-22 01:20:24,Two-factor code never arrives,The mobile app crashes every time I try to sign in. I never receive the verification code by text or email.,login_issue
TCKT01423,CUST002759,2025-09-22 07:16:25,Locked out of online banking,Can someone manually reset my login so I can access my account? I never receive the verification code by text or email. This has been happening for 4 days now and it's frustrating. It says my credentials are invalid even though I just reset them.,login_issue
TCKT01424,CUST000630,2025-09-22 12:09:56,Monthly fee increased without notice,Your fee schedule isn't clearly disclosed anywhere in the app. I was charged a $464.69 fee I don't understand. Nobody told me the monthly maintenance fee was going up.,fee_complaint
TCKT01425,CUST000628,2025-09-22 18:21:58,Unexpected fee on my statement,Nobody told me the monthly maintenance fee was going up. This is the third fee I've been charged this year that surprised me. I was charged a $636.06 fee I don't understand. This overdraft fee seems unfair given my account history.,fee_complaint
TCKT01426,CUST002762,2025-09-22 18:30:22,Can't log into my account,I've reset my password three times and still can't log in. Can someone manually reset my login so I can access my account? It says my credentials are invalid even though I just reset them.,login_issue
